"location","variable","estimate","year","trait1","trait2","trait3","trait4","trait5","trait6"
"Seattle city, Washington","S0802_C02_063",14,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","CLASS OF WORKER","Government workers",NA
"Seattle city, Washington","S0802_C02_064",5.2,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","CLASS OF WORKER","Self-employed workers in own not incorporated business",NA
"Seattle city, Washington","S0802_C02_065",0,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","CLASS OF WORKER","Unpaid family workers",NA
"Seattle city, Washington","S0802_C02_066",99,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","PLACE OF WORK","Worked in state of residence",NA
"Seattle city, Washington","S0802_C02_067",92.5,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","PLACE OF WORK","Worked in state of residence","Worked in county of residence"
"Seattle city, Washington","S0802_C02_068",6.5,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","PLACE OF WORK","Worked in state of residence","Worked outside county of residence"
"Seattle city, Washington","S0802_C02_069",1,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","PLACE OF WORK","Worked outside state of residence",NA
"Seattle city, Washington","S0802_C02_070",180774,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home",NA,NA,NA
"Seattle city, Washington","S0802_C02_071",2.7,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","12:00 a.m. to 4:59 a.m.",NA
"Seattle city, Washington","S0802_C02_072",1.3,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","5:00 a.m. to 5:29 a.m.",NA
"Seattle city, Washington","S0802_C02_073",2.9,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","5:30 a.m. to 5:59 a.m.",NA
"Seattle city, Washington","S0802_C02_074",5.6,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","6:00 a.m. to 6:29 a.m.",NA
"Seattle city, Washington","S0802_C02_075",7.6,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","6:30 a.m. to 6:59 a.m.",NA
"Seattle city, Washington","S0802_C02_076",13.2,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","7:00 a.m. to 7:29 a.m.",NA
"Seattle city, Washington","S0802_C02_077",13.2,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","7:30 a.m. to 7:59 a.m.",NA
"Seattle city, Washington","S0802_C02_078",16.2,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","8:00 a.m. to 8:29 a.m.",NA
"Seattle city, Washington","S0802_C02_079",9,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","8:30 a.m. to 8:59 a.m.",NA
"Seattle city, Washington","S0802_C02_080",28.3,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","9:00 a.m. to 11:59 p.m.",NA
"Seattle city, Washington","S0802_C02_081",9.1,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","Less than 10 minutes",NA
"Seattle city, Washington","S0802_C02_082",15.2,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","10 to 14 minutes",NA
"Seattle city, Washington","S0802_C02_083",17.3,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","15 to 19 minutes",NA
"Seattle city, Washington","S0802_C02_084",18.8,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","20 to 24 minutes",NA
"Seattle city, Washington","S0802_C02_085",8.8,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","25 to 29 minutes",NA
"Seattle city, Washington","S0802_C02_086",15.8,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","30 to 34 minutes",NA
"Seattle city, Washington","S0802_C02_087",7.7,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","35 to 44 minutes",NA
"Seattle city, Washington","S0802_C02_088",4.8,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","45 to 59 minutes",NA
"Seattle city, Washington","S0802_C02_089",2.6,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","60 or more minutes",NA
"Seattle city, Washington","S0802_C02_090",22.4,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","Mean travel time to work (minutes)",NA
"Seattle city, Washington","S0802_C02_091",179684,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households",NA,NA,NA
"Seattle city, Washington","S0802_C02_092",58.1,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","HOUSING TENURE","Owner-occupied housing units",NA
"Seattle city, Washington","S0802_C02_093",41.9,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","HOUSING TENURE","Renter-occupied housing units",NA
"Seattle city, Washington","S0802_C02_094",1.9,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","VEHICLES AVAILABLE","No vehicle available",NA
"Seattle city, Washington","S0802_C02_095",33,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","VEHICLES AVAILABLE","1 vehicle available",NA
"Seattle city, Washington","S0802_C02_096",43.2,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","VEHICLES AVAILABLE","2 vehicles available",NA
"Seattle city, Washington","S0802_C02_097",21.8,2010,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","VEHICLES AVAILABLE","3 or more vehicles available",NA
"Seattle city, Washington","S0802_C02_098",NA,2010,"Estimate","Car, truck, or van -- drove alone","PERCENT ALLOCATED","Means of transportation to work",NA,NA
"Seattle city, Washington","S0802_C02_099",NA,2010,"Estimate","Car, truck, or van -- drove alone","PERCENT ALLOCATED","Time of departure to go to work",NA,NA
"Seattle city, Washington","S0802_C02_100",NA,2010,"Estimate","Car, truck, or van -- drove alone","PERCENT ALLOCATED","Travel time to work",NA,NA
"Seattle city, Washington","S0802_C02_101",NA,2010,"Estimate","Car, truck, or van -- drove alone","PERCENT ALLOCATED","Vehicles available",NA,NA
"Seattle city, Washington","S0802_C03_001",29009,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over",NA,NA,NA
"Seattle city, Washington","S0802_C03_002",3.9,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","16 to 19 years",NA
"Seattle city, Washington","S0802_C03_003",8.3,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","20 to 24 years",NA
"Seattle city, Washington","S0802_C03_004",52.3,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","25 to 44 years",NA
"Seattle city, Washington","S0802_C03_005",14.4,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","45 to 54 years",NA
"Seattle city, Washington","S0802_C03_006",10.5,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","55 to 59 years",NA
"Seattle city, Washington","S0802_C03_007",10.6,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","60 years and over",NA
"Seattle city, Washington","S0802_C03_008",38.3,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","Median age (years)",NA
"Seattle city, Washington","S0802_C03_009",46.5,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","SEX","Male",NA
"Seattle city, Washington","S0802_C03_010",53.5,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","SEX","Female",NA
"Seattle city, Washington","S0802_C03_011",NA,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race",NA
"Seattle city, Washington","S0802_C03_012",68,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","White"
"Seattle city, Washington","S0802_C03_013",5.5,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Black or African American"
"Seattle city, Washington","S0802_C03_014",1.7,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","American Indian and Alaska Native"
"Seattle city, Washington","S0802_C03_015",18.2,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Asian"
"Seattle city, Washington","S0802_C03_016",NA,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Native Hawaiian and Other Pacific Islander"
"Seattle city, Washington","S0802_C03_017",1.3,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Some other race"
"Seattle city, Washington","S0802_C03_018",4.5,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","Two or more races",NA
"Seattle city, Washington","S0802_C03_019",7.4,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","Hispanic or Latino origin (of any race)",NA
"Seattle city, Washington","S0802_C03_020",63.9,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","White alone, not Hispanic or Latino",NA
"Seattle city, Washington","S0802_C03_021",76.3,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Native",NA
"Seattle city, Washington","S0802_C03_022",23.7,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born",NA
"Seattle city, Washington","S0802_C03_023",14.9,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born","Naturalized U.S. citizen"
"Seattle city, Washington","S0802_C03_024",8.8,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born","Not a U.S. citizen"
"Seattle city, Washington","S0802_C03_025",27,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English",NA
"Seattle city, Washington","S0802_C03_026",12.5,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English","Speak English ""very well"""
"Seattle city, Washington","S0802_C03_027",14.4,2010,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English","Speak English less than ""very well"""
"Seattle city, Washington","S0802_C03_028",29009,2010,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings",NA,NA
"Seattle city, Washington","S0802_C03_029",11.5,2010,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$1 to $9,999 or loss",NA
"Seattle city, Washington","S0802_C03_030",7.1,2010,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$10,000 to $14,999",NA
"Seattle city, Washington","S0802_C03_031",13.4,2010,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$15,000 to $24,999",NA
"Seattle city, Washington","S0802_C03_032",12.2,2010,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$25,000 to $34,999",NA
"Seattle city, Washington","S0802_C03_033",15.4,2010,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$35,000 to $49,999",NA
"Seattle city, Washington","S0802_C03_034",11.7,2010,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$50,000 to $64,999",NA
"Seattle city, Washington","S0802_C03_035",5.9,2010,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$65,000 to $74,999",NA
"Seattle city, Washington","S0802_C03_036",22.8,2010,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$75,000 or more",NA
"Seattle city, Washington","S0802_C03_037",40207,2010,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","Median earnings (dollars)",NA
"Seattle city, Washington","S0802_C03_038",28545,2010,"Estimate","Car, truck, or van -- carpooled","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined",NA,NA
"Seattle city, Washington","S0802_C03_039",6,2010,"Estimate","Car, truck, or van -- carpooled","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined","Below 100 percent of the poverty level",NA
"Seattle city, Washington","S0802_C03_040",5.9,2010,"Estimate","Car, truck, or van -- carpooled","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined","100 to 149 percent of the poverty level",NA
"Seattle city, Washington","S0802_C03_041",88.1,2010,"Estimate","Car, truck, or van -- carpooled","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined","At or above 150 percent of the poverty level",NA
